content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"Representatives of the people took a vote on the floor of the United States Congress to say loudly and clearly:

Love is love. 
Right is right.
Justice is justice.",Sat Dec 17 22:35:00 +0000 2022,2022-12-17 22:35:00+00:00,20269,,[],329,,6144,2245,,https://twitter.com/JoeBiden/status/1604243794643255297,1604243794643255297,1604243794643255297
"Thanks to the Inflation Reduction Act, out-of-pocket expenses for prescription drug prices will be capped at no more than $2,000 a year for Medicare recipients.",Sat Dec 17 19:28:00 +0000 2022,2022-12-17 19:28:00+00:00,12637,,[],152,,2960,1521,,https://twitter.com/JoeBiden/status/1604196734728544261,1604196734728544261,1604196734728544261
"When hospitals and community centers are threatened and intimidated because they support LGBTQI+ children and families, we have to speak out. We must stop hate and violence.",Sat Dec 17 16:08:01 +0000 2022,2022-12-17 16:08:01+00:00,34776,,[],1027,,13268,4277,,https://twitter.com/JoeBiden/status/1604146404359815170,1604146404359815170,1604146404359815170
"The American people won.
Big Pharma lost.

Medicare will have the power to negotiate for lower prescription drug prices.",Fri Dec 16 15:30:04 +0000 2022,2022-12-16 15:30:04+00:00,48489,,[],1143,,11240,5929,,https://twitter.com/JoeBiden/status/1603774469704716288,1603774469704716288,1603774469704716288
We are making the largest investment ever in combating the climate crisis through the Inflation Reduction Act.,Fri Dec 16 00:47:00 +0000 2022,2022-12-16 00:47:00+00:00,13955,,[],550,,8958,1869,,https://twitter.com/JoeBiden/status/1603552237036490757,1603552237036490757,1603552237036490757
"We’re building an economy from the bottom up and the middle out. 

An economy with good jobs and good wages for the long run.",Thu Dec 15 22:03:00 +0000 2022,2022-12-15 22:03:00+00:00,11677,,[],326,,5697,1715,,https://twitter.com/JoeBiden/status/1603510966712410127,1603510966712410127,1603510966712410127
"I had some MAJOR ANNOUNCEMENTS the last couple of weeks, too…

✔️ Inflation’s easing
✔️ I just signed the Respect for Marriage Act
✔️ We brought Brittney Griner home
✔️ Gas prices are lower than a year ago
✔️ 10,000 new high-paying jobs in Arizona",Thu Dec 15 18:23:01 +0000 2022,2022-12-15 18:23:01+00:00,158932,,[],5900,,28597,29342,,https://twitter.com/JoeBiden/status/1603455603606798378,1603455603606798378,1603455603606798378
"The Respect for Marriage Act is about being true to the best of the soul of America—decency, dignity, and love.
https://t.co/ftYi8vYR5R",Thu Dec 15 15:30:04 +0000 2022,2022-12-15 15:30:04+00:00,9330,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FkBxJHEX0AA0LtA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1603405784964120580/vid/720x720/E0nYnPJU8tx0GFv3.mp4?tag=16', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1603405784964120580/pl/GRiwZL8wMHoySNI8.m3u8?tag=16&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1603405784964120580/vid/1080x1080/SzbwC6EYIlge8zb3.mp4?tag=16', bitrate=8768000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1603405784964120580/vid/540x540/Lh3Dcj4JtZNsyy6H.mp4?tag=16', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1603405784964120580/vid/320x320/I7gQIscO_5LCHzgy.mp4?tag=16', bitrate=432000)], duration=31.631, type='video')]",[],121,,2033,1304,,https://twitter.com/JoeBiden/status/1603412081084080128,1603412081084080128,1603412081084080128
"Ten years ago, I said marriage is about a simple proposition: 

Who do you love? 
Will you be loyal to the person you love?

The Respect for Marriage Act recognizes that everyone should have the right to answer those questions for themselves, without government interference.",Thu Dec 15 00:27:00 +0000 2022,2022-12-15 00:27:00+00:00,21630,,[],420,,6565,2762,,https://twitter.com/JoeBiden/status/1603184817046257666,1603184817046257666,1603184817046257666
"Starting January 1, seniors with diabetes on Medicare are going to pay no more than $35 a month for their insulin prescription. 

That's genuine savings for seniors. This matters to many families with loved ones who have diabetes and rely on insulin to survive.",Wed Dec 14 16:40:03 +0000 2022,2022-12-14 16:40:03+00:00,16407,,[],232,,2880,2432,,https://twitter.com/JoeBiden/status/1603067302211211266,1603067302211211266,1603067302211211266
Today is a good day. https://t.co/wOFfv6RUwX,Wed Dec 14 01:01:21 +0000 2022,2022-12-14 01:01:21+00:00,19909,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Fj5mWJfX0AAXSTO.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602830985124528130/vid/1080x1080/fKW6rftpdYZ1VJul.mp4?tag=16', bitrate=8768000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602830985124528130/vid/720x720/ffNlTosLeKMepquY.mp4?tag=16', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602830985124528130/vid/540x540/UUSHECFKj311Vktw.mp4?tag=16', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1602830985124528130/pl/ijs_Dd-_Mva5I-ij.m3u8?tag=16&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602830985124528130/vid/320x320/KixTmfAm3mhfx6MA.mp4?tag=16', bitrate=432000)], duration=24.124, type='video')]",[],244,,4663,2461,,https://twitter.com/JoeBiden/status/1602831074303819779,1602831074303819779,1602831074303819779
"Today, I signed the Respect for Marriage Act into law. 

We are reaffirming a fundamental truth: Love is love, and Americans should have the right to marry the person they love.",Tue Dec 13 21:29:00 +0000 2022,2022-12-13 21:29:00+00:00,88648,,[],1476,,10984,10416,,https://twitter.com/JoeBiden/status/1602777634370306049,1602777634370306049,1602777634370306049
Some welcome news on the economic front. https://t.co/xii4FwC4Hf,Tue Dec 13 18:46:26 +0000 2022,2022-12-13 18:46:26+00:00,8911,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Fj4QiOdWAAILIyh.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602736613829779456/vid/320x320/dOl-TLaAKh9BAqlD.mp4?tag=16', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602736613829779456/vid/720x720/i44bg324FOCemKHZ.mp4?tag=16', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602736613829779456/vid/540x540/Ghcw7_uKaX9nS_ez.mp4?tag=16', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1602736613829779456/pl/O-NyBJjvSchm39SW.m3u8?tag=16&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1602736613829779456/vid/1080x1080/sk2LSeEm5VD4mXLu.mp4?tag=16', bitrate=8768000)], duration=24.09, type='video')]",[],141,,2455,1471,,https://twitter.com/JoeBiden/status/1602736722110218241,1602736722110218241,1602736722110218241
"The Respect for Marriage Act will safeguard the rights and protections to which LGBTQ+ and interracial couples and their children are entitled. 

It will also ensure that LGBTQ+ youth will grow up knowing that they can lead full, happy lives and build families of their own. https://t.co/pa9xQbNMKJ",Mon Dec 12 23:21:05 +0000 2022,2022-12-12 23:21:05+00:00,27071,"[Photo(previewUrl='https://pbs.twimg.com/media/Fj0Fz1jWYAAD1hk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fj0Fz1jWYAAD1hk?format=jpg&name=large', type='photo')]",[],399,,4687,3661,,https://twitter.com/JoeBiden/status/1602443451823689728,1602443451823689728,1602443451823689728
"For the first time since 1934, every single senator in a sitting president's party won reelection in a midterm—plus, Pennsylvania elected @JohnFetterman.

Looking forward to working together to deliver for the American people in the new year. https://t.co/mlZtXeDwJi",Mon Dec 12 17:43:05 +0000 2022,2022-12-12 17:43:05+00:00,23467,"[Photo(previewUrl='https://pbs.twimg.com/media/Fjy4cyaXkBQZQgA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fjy4cyaXkBQZQgA?format=jpg&name=large', type='photo')]",[],422,,7725,3410,,https://twitter.com/JoeBiden/status/1602358393267785729,1602358393267785729,1602358393267785729
"The “Butch-Lewis Act” in the American Rescue Plan allowed us to cover over 1,000 employers and 350,000 union workers and retirees facing benefit cuts of up to 60% starting in the next few years if we hadn’t acted.",Sat Dec 10 23:37:00 +0000 2022,2022-12-10 23:37:00+00:00,9825,,[],141,,3085,1708,,https://twitter.com/JoeBiden/status/1601722681811951616,1601722681811951616,1601722681811951616
"The American Rescue Plan helped keep multi-employer pension plans for union workers and retirees solvent for decades to come. 

This week, we announced our plan to prevent drastic cuts to workers’ hard-earned pension benefits that were scheduled to occur in the next few years.",Sat Dec 10 19:15:01 +0000 2022,2022-12-10 19:15:01+00:00,7212,,[],93,,1849,1315,,https://twitter.com/JoeBiden/status/1601656749450313728,1601656749450313728,1601656749450313728
"By including the “Butch-Lewis Act” in the American Rescue Plan, we shored up the pension plans for millions of union workers. It represents the most significant investment in pension security for union workers and retirees in the past 50 years.",Sat Dec 10 00:08:00 +0000 2022,2022-12-10 00:08:00+00:00,9178,,[],153,,3061,1760,,https://twitter.com/JoeBiden/status/1601368095829942272,1601368095829942272,1601368095829942272
"The United States is a top destination for companies across the globe looking to make investments because we have a world-class, highly skilled, committed workforce.",Fri Dec 09 18:35:01 +0000 2022,2022-12-09 18:35:01+00:00,9513,,[],164,,3126,1385,,https://twitter.com/JoeBiden/status/1601284295167037445,1601284295167037445,1601284295167037445
"We’re strengthening American manufacturing by creating 750,000 manufacturing jobs since I became president.",Thu Dec 08 17:29:00 +0000 2022,2022-12-08 17:29:00+00:00,13616,,[],267,,6279,1843,,https://twitter.com/JoeBiden/status/1600905296892891149,1600905296892891149,1600905296892891149
"Georgia, today is Election Day—and the eyes of the nation are on you.

Head to the polls and help send @ReverendWarnock back to the U.S. Senate. https://t.co/1Y1bE3E02P",Tue Dec 06 14:30:05 +0000 2022,2022-12-06 14:30:05+00:00,7207,,['http://IWillVote.com/GA'],95,,1897,1406,,https://twitter.com/JoeBiden/status/1600135494070845442,1600135494070845442,1600135494070845442
"I was excited to join IBEW workers in Boston to phone bank for @ReverendWarnock.
We need all hands on deck to get out the vote. Join us: https://t.co/3LRrPRIikF https://t.co/nARa1WTYAs",Sun Dec 04 23:15:10 +0000 2022,2022-12-04 23:15:10+00:00,9651,"[Photo(previewUrl='https://pbs.twimg.com/media/FjK3uCKXwAUdT4R?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FjK3uCKXwAUdT4R?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FjK3vPxXoAQdnm3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FjK3vPxXoAQdnm3?format=jpg&name=large', type='photo')]",['https://joe.link/3FnWN8s'],98,,2352,1453,,https://twitter.com/JoeBiden/status/1599542861271269378,1599542861271269378,1599542861271269378
"Today, we learned that the economy added 263,000 jobs in November. 

We’ve now created 10.5 million jobs since I took office, the unemployment rate remains near a 50-year low, and wages for working families have gone up.",Fri Dec 02 19:20:01 +0000 2022,2022-12-02 19:20:01+00:00,18545,,[],481,,11287,2918,,https://twitter.com/JoeBiden/status/1598758905663848461,1598758905663848461,1598758905663848461
"Today is the last day to vote early ahead of next Tuesday’s Georgia Senate runoff election.

Go vote for @ReverendWarnock who will continue fighting for you.",Fri Dec 02 14:57:00 +0000 2022,2022-12-02 14:57:00+00:00,11325,,[],135,,2509,2468,,https://twitter.com/JoeBiden/status/1598692717118328833,1598692717118328833,1598692717118328833
Link to my full letter to @TheDemocrats Rules and Bylaws Committee: https://t.co/VgkDuU5ljF,Fri Dec 02 02:19:04 +0000 2022,2022-12-02 02:19:04+00:00,1338,,['https://democrats.org/wp-content/uploads/2022/12/DNC_Letter.pdf'],15,,260,226,,https://twitter.com/JoeBiden/status/1598501975544549376,1598501975544549376,1598501973124419584
"The Democratic Party has worked hard to reflect the diversity of America—but our nominating process does not. As @TheDemocrats' Rules and Bylaws Committee meets this week, here’s my letter on the principles I believe we as a party should allow to guide our process. https://t.co/qR4oVSC8tR",Fri Dec 02 02:19:03 +0000 2022,2022-12-02 02:19:03+00:00,5727,"[Photo(previewUrl='https://pbs.twimg.com/media/Fi8ATdnX0AEGP0H?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fi8ATdnX0AEGP0H?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Fi8AOmfX0AAn7z-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fi8AOmfX0AAn7z-?format=jpg&name=large', type='photo')]",[],114,,1251,1266,,https://twitter.com/JoeBiden/status/1598501973124419584,1598501973124419584,1598501973124419584
"There is further evidence that my economic plan is working.

We learned that inflation moderated and incomes grew in October, following this week's news that our economy grew at an even stronger pace.

That's good news for the American people.",Thu Dec 01 23:24:00 +0000 2022,2022-12-01 23:24:00+00:00,11576,,[],238,,5660,2239,,https://twitter.com/JoeBiden/status/1598457919942557696,1598457919942557696,1598457919942557696
"Republicans are pouring millions of dollars into the Georgia Senate runoff to defeat @ReverendWarnock.

But their efforts are no match for our grassroots team.

If you can, please consider donating to help reelect Senator Warnock.
https://t.co/iEofrmVbcz",Thu Dec 01 00:54:00 +0000 2022,2022-12-01 00:54:00+00:00,6196,,['https://secure.actblue.com/donate/social-ga-2022?refcode=sm_20221130_jrb'],114,,2822,1602,,https://twitter.com/JoeBiden/status/1598118180626522114,1598118180626522114,1598118180626522114
"Companies in every part of our country are expanding factories and building new ones to make electric vehicle batteries and chargers, which will create thousands of jobs in the process.",Wed Nov 30 16:21:01 +0000 2022,2022-11-30 16:21:01+00:00,11052,,[],214,,5912,2158,,https://twitter.com/JoeBiden/status/1597989083007123458,1597989083007123458,1597989083007123458
"Georgia, if you haven’t voted early for @ReverendWarnock in the runoff: Don’t wait.

Confirm your polling place at https://t.co/1Y1bE3E02P now—then go vote. Let’s send him back to the U.S. Senate.",Wed Nov 30 01:39:00 +0000 2022,2022-11-30 01:39:00+00:00,5190,,['http://IWillVote.com/GA'],59,,1128,1512,,https://twitter.com/JoeBiden/status/1597767117046222849,1597767117046222849,1597767117046222849
"We’re building an economy that works for everybody. 

One that grows from the bottom up and the middle out, not the top down. https://t.co/nxjUVeoIqw",Tue Nov 29 23:59:05 +0000 2022,2022-11-29 23:59:05+00:00,10220,"[Photo(previewUrl='https://pbs.twimg.com/media/FixR1vlXoAAr-Me?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FixR1vlXoAAr-Me?format=jpg&name=large', type='photo')]",[],326,,6538,1790,,https://twitter.com/JoeBiden/status/1597741972571176961,1597741972571176961,1597741972571176961
"Georgia: Early voting is underway in the runoff, and we need your help to send @ReverendWarnock back to the U.S. Senate. 

Head to https://t.co/1Y1bE3E02P to make a plan to vote—then, remind your family and friends to make their plans to vote, too.",Sun Nov 27 23:12:00 +0000 2022,2022-11-27 23:12:00+00:00,9268,,['http://IWillVote.com/GA'],122,,2595,2661,,https://twitter.com/JoeBiden/status/1597005347352416256,1597005347352416256,1597005347352416256
"Folks, the work is not over—​​@ReverendWarnock is headed to a runoff.

That means the result of this election depends on what we do between now and December 6. 

Pitch in a grassroots donation to Senator Warnock’s campaign to help him win: 
https://t.co/N89CWmlCzo",Sat Nov 26 23:21:00 +0000 2022,2022-11-26 23:21:00+00:00,10523,,['https://secure.actblue.com/donate/social-ga-2022?refcode=sm_20221126_jrb'],145,,2454,2897,,https://twitter.com/JoeBiden/status/1596645224822067202,1596645224822067202,1596645224822067202
"Small businesses are vital to our communities and employ millions of Americans around the country. 

Today, and every day, support your neighbors and strengthen your community by shopping small. https://t.co/XX48b70I8v",Sat Nov 26 17:03:05 +0000 2022,2022-11-26 17:03:05+00:00,15965,"[Photo(previewUrl='https://pbs.twimg.com/media/FigV2yEWQAMy7mB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FigV2yEWQAMy7mB?format=jpg&name=large', type='photo')]",[],278,,4117,2462,,https://twitter.com/JoeBiden/status/1596550119926730752,1596550119926730752,1596550119926730752
"Today and every day, we have so much to be grateful for. 

Happy Thanksgiving to our service members and military families whose loved ones are on duty and unable to be with their families. We hope your day is filled with joy and gratitude.",Thu Nov 24 15:00:34 +0000 2022,2022-11-24 15:00:34+00:00,23995,,[],202,,3589,3690,,https://twitter.com/JoeBiden/status/1595794510394662914,1595794510394662914,1595794510394662914
"I was honored to pardon Chocolate and Chip, our national Thanksgiving turkeys. https://t.co/sNcaI6NEqj",Tue Nov 22 16:00:25 +0000 2022,2022-11-22 16:00:25+00:00,18967,"[Photo(previewUrl='https://pbs.twimg.com/media/FiLhJpjWAAIeDxA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FiLhJpjWAAIeDxA?format=jpg&name=large', type='photo')]",[],279,,2846,1639,,https://twitter.com/JoeBiden/status/1595084795196776448,1595084795196776448,1595084795196776448
"The Respect for Marriage Act will ensure that LGBTQ+ and interracial couples are respected and protected equally under federal law. I urge Congress to quickly send this bill to my desk, where I will promptly sign it into law.",Mon Nov 21 22:29:00 +0000 2022,2022-11-21 22:29:00+00:00,76826,,[],1116,,12151,11800,,https://twitter.com/JoeBiden/status/1594820200318107648,1594820200318107648,1594820200318107648
"We've taken steps to lock in vital infrastructure investments—delivering lower costs for clean energy, spurring good-paying union jobs for American workers, and advancing environmental justice in our communities. 

We are proving that good climate policy is good economic policy.",Fri Nov 18 17:22:01 +0000 2022,2022-11-18 17:22:01+00:00,10378,,[],174,,4690,2250,,https://twitter.com/JoeBiden/status/1593655780833730560,1593655780833730560,1593655780833730560
Donald Trump failed America. https://t.co/fylyocYcse,Wed Nov 16 02:20:35 +0000 2022,2022-11-16 02:20:35+00:00,171188,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1592704044241412097/img/32KXAtV9nsk13CVn.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592704044241412097/vid/480x600/Sc2PvhII3P3ctPCK.mp4?tag=14', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592704044241412097/vid/320x400/NKzHGXh4EltUDpkp.mp4?tag=14', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1592704044241412097/pl/r0UC7Xns0W63CAW8.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592704044241412097/vid/720x900/-ErU_bNSqFu2281Y.mp4?tag=14', bitrate=2176000)], duration=52.093, type='video')]",[],7547,,50729,40142,,https://twitter.com/JoeBiden/status/1592704151384985602,1592704151384985602,1592704151384985602
"Today is the one-year anniversary of the Bipartisan Infrastructure Law, the most significant federal investment in our nation’s infrastructure since Eisenhower’s Interstate Highway System.",Tue Nov 15 21:30:02 +0000 2022,2022-11-15 21:30:02+00:00,22968,,[],216,,3358,4418,,https://twitter.com/JoeBiden/status/1592631034214064130,1592631034214064130,1592631034214064130
"One year after the Bipartisan Infrastructure Law was signed, it is already delivering progress on once-in-a-generation investments in our roads, bridges, clean water systems, high-speed internet access, and so much more.",Tue Nov 15 18:19:00 +0000 2022,2022-11-15 18:19:00+00:00,11317,,[],98,,1529,2269,,https://twitter.com/JoeBiden/status/1592582959382646784,1592582959382646784,1592582959382646784
The difference between talking and delivering. https://t.co/TC3X6H3nj0,Tue Nov 15 15:05:04 +0000 2022,2022-11-15 15:05:04+00:00,90910,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FhnKzBlaAAE1BDD.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1592526589044178944/pl/4nteSK6OKlATwop7.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592526589044178944/vid/540x540/lrN8mov3_E4KUeFW.mp4?tag=14', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592526589044178944/vid/720x720/TIVuzV6_OsPFR2zt.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1592526589044178944/vid/320x320/7HEPWyNeQ36AKWjX.mp4?tag=14', bitrate=432000)], duration=23.44, type='video')]",[],2121,,15242,18593,,https://twitter.com/JoeBiden/status/1592534151923728385,1592534151923728385,1592534151923728385
"In this year’s midterm elections, we saw the strength and resilience of American democracy in action. 

There was a strong rejection of political violence, voter intimidation, and election deniers at every level.

The American people proved—once again—democracy is who we are.",Mon Nov 14 22:45:02 +0000 2022,2022-11-14 22:45:02+00:00,24659,,[],311,,6258,4726,,https://twitter.com/JoeBiden/status/1592287518405189633,1592287518405189633,1592287518405189633
"The American people overwhelmingly support our agenda:

Lower prescription drug costs
Making health care more affordable
Rebuilding America
Taking on the climate crisis
Making big corporations begin to pay their fair share in taxes

It matters.",Sat Nov 12 22:56:00 +0000 2022,2022-11-12 22:56:00+00:00,31952,,[],579,,9903,6032,,https://twitter.com/JoeBiden/status/1591565504015208448,1591565504015208448,1591565504015208448
Tuesday was a good day for America and a good day for democracy—and a strong night for Democrats. https://t.co/ANkzNLKJak,Sat Nov 12 18:57:05 +0000 2022,2022-11-12 18:57:05+00:00,39901,"[Photo(previewUrl='https://pbs.twimg.com/media/FhYpsPaWAAMKw0S?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FhYpsPaWAAMKw0S?format=png&name=large', type='photo')]",[],408,,5429,6052,,https://twitter.com/JoeBiden/status/1591505379313197057,1591505379313197057,1591505379313197057
"I will work with anyone on ideas to provide more breathing room for American families. And I will oppose any effort to undo my agenda or make inflation worse.

We are on the right path, and we need to keep moving forward to build an economy from the bottom up and the middle out.",Fri Nov 11 20:00:10 +0000 2022,2022-11-11 20:00:10+00:00,24759,,[],460,,8231,4905,,https://twitter.com/JoeBiden/status/1591158865416323074,1591158865416323074,1591158865416323074
"Our nation has a truly sacred obligation to prepare those we send into harm’s way, care for their families when they’re gone, and care for them and their families when they’re home. 

That’s a lifetime commitment the nation owes to every one of our veterans. https://t.co/d11FFcxeTd",Fri Nov 11 14:50:25 +0000 2022,2022-11-11 14:50:25+00:00,10862,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FhSoTbHaAAI4Hw0.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1591080829513498626/pl/NINte3aQPNABXv14.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1591080829513498626/vid/540x540/-85tyUAnigIoP4LN.mp4?tag=14', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1591080829513498626/vid/720x720/RFg9nOb0GnGnJu12.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1591080829513498626/vid/320x320/WyXrHPFtLGFr_JSf.mp4?tag=14', bitrate=432000)], duration=34.159, type='video')]",[],130,,1299,2704,,https://twitter.com/JoeBiden/status/1591080915425714176,1591080915425714176,1591080915425714176
"I want to thank the young people of this nation who voted in historic numbers—again—just as you did 2 years ago.

You voted to continue addressing the climate crisis, gun violence, your personal rights and freedoms and student debt relief.

Thank you for making your voices heard.",Thu Nov 10 20:43:24 +0000 2022,2022-11-10 20:43:24+00:00,34566,,[],302,,3963,5883,,https://twitter.com/JoeBiden/status/1590807357063585792,1590807357063585792,1590807357063585792
Tuesday was a good day for America and a good day for democracy—and a strong night for Democrats.,Thu Nov 10 20:36:09 +0000 2022,2022-11-10 20:36:09+00:00,33026,,[],290,,5022,4259,,https://twitter.com/JoeBiden/status/1590805534147375105,1590805534147375105,1590805534147375105
LIVE: Tune in as I address the nation about the 2022 midterm elections. https://t.co/9vawWKMJgr,Thu Nov 10 20:24:33 +0000 2022,2022-11-10 20:24:33+00:00,2728,,['https://twitter.com/i/broadcasts/1djGXlmwOWOGZ'],34,,475,573,,https://twitter.com/JoeBiden/status/1590802613179932674,1590802613179932674,1590802613179932674
"In this midterm election, we lost fewer seats in the House than any Democratic president’s first midterm election in at least 40 years.",Thu Nov 10 16:51:01 +0000 2022,2022-11-10 16:51:01+00:00,67823,,[],980,,10322,7887,,https://twitter.com/JoeBiden/status/1590748875467259911,1590748875467259911,1590748875467259911
You heard the man. Pitch in for Rev. Warnock tonight! https://t.co/RsgbVSBH38,Thu Nov 10 03:50:25 +0000 2022,2022-11-10 03:50:25+00:00,39426,,['https://twitter.com/ossoff/status/1590549302258307073'],296,https://twitter.com/ossoff/status/1590549302258307073,2155,8498,,https://twitter.com/JoeBiden/status/1590552432668422144,1590552432668422144,1590552432668422144
"I want to thank the young people of this nation who voted in historic numbers, just as they did two years ago.

They voted to continue addressing the climate crisis, gun violence, their personal rights and freedoms, and student debt relief.",Thu Nov 10 00:52:00 +0000 2022,2022-11-10 00:52:00+00:00,77398,,[],603,,6606,11355,,https://twitter.com/JoeBiden/status/1590507532543438848,1590507532543438848,1590507532543438848
"Yesterday was a good day for democracy and a good day for America.

Our democracy has been tested in recent years. But with their votes, the American people have spoken and proven once again: 

Democracy is who we are.",Wed Nov 09 22:35:01 +0000 2022,2022-11-09 22:35:01+00:00,35828,,[],333,,4361,5334,,https://twitter.com/JoeBiden/status/1590473058850160643,1590473058850160643,1590473058850160643
"As polls begin to close in certain parts of the country, if you’re in line at your polling place before it closes—stay in line.

Make your voice heard.",Tue Nov 08 23:15:02 +0000 2022,2022-11-08 23:15:02+00:00,38891,,[],285,,3169,7624,,https://twitter.com/JoeBiden/status/1590120740510203906,1590120740510203906,1590120740510203906
"There’s only a couple hours left until polls start to close. We don’t have a minute to waste.

Confirm your polling place at https://t.co/Hy8C4mIL2M and make your voice heard.",Tue Nov 08 22:00:10 +0000 2022,2022-11-08 22:00:10+00:00,3792,,['http://IWillVote.com'],35,,697,865,,https://twitter.com/JoeBiden/status/1590101902015987719,1590101902015987719,1590101902015987719
"Social Security.
Medicare.
The right to choose.
It’s all on the ballot. This election is too important to sit out.",Tue Nov 08 21:00:10 +0000 2022,2022-11-08 21:00:10+00:00,24695,,[],346,,5241,5592,,https://twitter.com/JoeBiden/status/1590086803205365763,1590086803205365763,1590086803205365763
"We have a chance to build back our country in a way that’s better for everybody, Republicans want to take us backwards.

Confirm your polling location at https://t.co/Hy8C4n0lUk. https://t.co/0TAzZCyrOn",Tue Nov 08 18:00:00 +0000 2022,2022-11-08 18:00:00+00:00,4820,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1590014153707507712/img/RFRfb6tVz85MBfDK.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1590014153707507712/vid/720x720/GETOSYYra7CpZxwV.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1590014153707507712/pl/UKLcnMx_LT1ylrt-.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1590014153707507712/vid/540x540/dHQgiqNrLDeLg31X.mp4?tag=14', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1590014153707507712/vid/320x320/oMMJljcWGgsnp_5C.mp4?tag=14', bitrate=432000)], duration=87.353, type='video')]",['http://IWillVote.com'],94,,1867,1149,,https://twitter.com/JoeBiden/status/1590041460841148416,1590041460841148416,1590041460841148416
